Calle,Colonia,Delegacin,EspecialistasFaltantesseparaporcomas,Estado,Foto,HerramientasExistentes,HerramientasFaltantes,Hora,HoradelReporte,ManodeObraExistente,ManodeObraFaltante,MedicamentosExistentes,MedicamentosFaltantes,Municipio,NmeroExterioroAproximado,NmerodePersonasAtrapadas,NmerodePersonasDesaparecidas,NmerodePersonasFallecidas,NmerodePersonasLesionadas,NmerodePersonasRescatadas,OtraReferenciadeUbicacin,Timestamp,TipoDao,TipodeInfraestructura,TipodeUso,TipodelDao,Verificado,VveresExistentes,VveresFaltantes,VveresSobrantes,latitud,longitud
Coquimbo ,Lindavista,Gustavo A. Madero,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Escaleraa,"Picos, palas, cuerdas, polines, sierras, lámparas de mano, cascos, guantes de carnaza, mazos",,,No se requiere ,No,No,"Solución salina, gasas, analgésicos ",,911.0,5-10,"Sí, pero no sé cuántos",1-5,5-10,1-5,Sierravista y Pernambuco,9/20/2017 23:46:57,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,"Agua, comida preparada","Comida enlatada, pañales, toallas sanitarias, comida de bebé, leche en polvo",Si tienes info entra a: http://bit.ly/Verificado19s,19.4935455,-99.1229081
Coquimbo ,Lindavista ,Gustavo A. Madero,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Na,Na,,,Si,Na,Na,Si tienes info entra a: http://bit.ly/Verificado19s,,911.0,5-10,No sé,1-5,1-5,1-5,Entre Ticoman y Sierravista,9/20/2017 23:52:03,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,Na,Na,Si tienes info entra a: http://bit.ly/Verificado19s,19.4935455,-99.1229081
Jalapa ,Roma Norte ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,0,0,,,0,0,0,0,,68.0,0,0,0,0,0,Puebla y Colima,9/21/2017 12:22:24,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,0,0,Si tienes info entra a: http://bit.ly/Verificado19s,19.420459100000002,-99.16148620000001
Romero,Niños héroes de Chapultepec ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,Barda caída ,,,No,Recoger escombro y reportar a protección civil,No,Barda perimetral ,,19.0,0,0,0,0,0,Víctor Hugo y cumbres de maltrata,9/21/2017 12:26:15,Derrumbe,Escuela,Jardín de niños,Derrumbe,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.384919699999998,-99.1402535
Petén,Emperadores,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,N.D.,"Guantes de carnaza, Mascarilla con filtro, Cubrebocas duros, oxígeno",,,No,No,N.D.,"equipo de venoclisis,  loratadina, glucómetros, oxígeno, lancetas",,915.0,No sé,No sé,No sé,No sé,No sé,Entre Emperadores y Emiliano Zapata,9/21/2017 13:12:25,Derrumbe,Edificio,Habitacional,Derrumbe,,"Agua, comida preparada",Electrolitos,Si tienes info entra a: http://bit.ly/Verificado19s,19.366829199999998,-99.1569666
Medellín ,Roma Norte ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No,"Palas, picos, carretillas, ",,,Voluntarios,No,No,No,,176.0,1-5,1-5,1-5,1-5,1-5,Esquina San Luis ,9/21/2017 13:16:30,Derrumbe,Edificio,Comercial,Derrumbe,Sí,No,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.4132172,-99.1649142
Medellin ,Roma norte,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Na,Na,,,Na,Na,Na,Na,,153.0,No sé,No sé,No sé,No sé,No sé,Diagonal san antonio y yacatecas,9/21/2017 13:34:33,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,Na,Na,Si tienes info entra a: http://bit.ly/Verificado19s,19.4135577,-99.1651891
Coahuila ,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,sin info,sin info,,,Ya no necesitan voluntarios la zona está restringida el paso,Ya están moviendo escombros,sin información,sin información,,10.0,No sé,No sé,No sé,No sé,No sé,Mérida y Cuauhtémoc,9/21/2017 13:45:19,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,sin info,sin info,Si tienes info entra a: http://bit.ly/Verificado19s,19.4126496,-99.1552769
Enrique Rebsamen,Narvarte Poniente,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,La policia federal y el ejercito ya tienen suficientes,No son necesarios,,,Policia y ejercito,No es necesaria,No son necesarios,Ninguno,,241.0,"Sí, pero no sé cuántos",No sé,No sé,No sé,No sé,Esperanza y Morena,9/21/2017 16:19:45,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,No son necesarios,Ninguno,Si tienes info entra a: http://bit.ly/Verificado19s,19.398975,-99.1588969
Arteaga,Guerrero,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Na,Na,,,Na,Na,Na,Na,,15.0,No sé,No sé,No sé,No sé,No sé,Esquina calle Laredo,9/21/2017 16:25:02,Derrumbe,Casa,Coches afectados también,Derrumbe,Sí,Na,Na,Si tienes info entra a: http://bit.ly/Verificado19s,19.3435406,-99.1915751
AV. TLALPAN,Ciudad Jardín. ,Coyoacán,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,"Picos,palas, ","Arneses de seguridad, líneas de Vida. Polines",,,Ayudantes generales y para acomodar acopio. ,"Carpinteros, albañiles,herreros",Agua,Botiquines ,,2300.0,"Sí, pero no sé cuántos",,,,,Esquina Taxqueña ,9/21/2017 16:31:01,Derrumbe,,,Derrumbe,,Comida perecedera,"Alimentos con azúcar,  barras energéticas, chocolate, coca cola chica.",Si tienes info entra a: http://bit.ly/Verificado19s,19.336259100000003,-99.14182890000001
Cañaverales,Granjas Coapa,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Todo tipo,Si tienes info entra a: http://bit.ly/Verificado19s,,,10,Si tienes info entra a: http://bit.ly/Verificado19s,Todo tipo,Si tienes info entra a: http://bit.ly/Verificado19s,,222.0,0,0,0,0,0,Esquina con Sausales,9/21/2017 17:05:11,Derrumbe,Muros y bardas,Comercial,Derrumbe,Sí,Todo tipo,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.294834899999998,-99.10917940000002
Saratoga con Emiliano zapata,Portales,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,Ninguna,"Palas, cascos",,,Ninguna,Todo lo que se pueda,No hay ayuda,No hay ayuda,,620.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos",No sé,"Sí, pero no sé cuántos",0,,9/21/2017 17:10:35,Derrumbe,Edificio,Habitacional,Derrumbe,No,No hay ayuda,No hay,Si tienes info entra a: http://bit.ly/Verificado19s,19.365896399999997,-99.1514611
Cebadales,El Mirador,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,--,--,,,--,--,--,--,,60.0,0,0,0,0,0,Esquina con Florales,9/21/2017 17:23:31,Derrumbe,Casa,Habitacional,Derrumbe,Sí,--,--,Si tienes info entra a: http://bit.ly/Verificado19s,19.2941081,-99.112557
GOLFO DE SAN LORENZO,TACUBA,Miguel Hidalgo,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,NO HAY,NO HAY,,,NINGUNA,NO HAY,NINGUNO,NINGUNO,,80.0,0,0,0,0,0,ESQ. LAGO ONTARIO,9/21/2017 18:49:47,Derrumbe,Casa,Habitacional,Derrumbe,Sí,NO SE,NINGUNO,Si tienes info entra a: http://bit.ly/Verificado19s,19.454873100000004,-99.1913428
MULTIFAMILIAR TLALPAN,EDUCACION,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,"CUBETAS, PALAS","DISCOS DE CORTE DE MADERA, MADERA, CLAVOS 3"" Y 4"", IMPERMEABLES, LAMPARAS PARA CASCOS, LAZOS, FLEXOMETROS, RADIOS, PINTURA EN AEROSOL (ROJO, AMARILLO Y NARANJA), ACEITE DE TRANSMISION ROJO, GUANTES DE CARNAZA, MARROS, MARILLOS, LLAVES ESPAÑOLAS, PINZAS DE CORTE, CHALECOS, BOTAS CON CASQUILLO, ACEITE 2 TIEMPOS, PILAS D, DADOS Y MATRACA, GASOLINA, PLANTA DE LUZ, GOGLES, CODERAS, ARNESES 5 METROS, RODILLERAS, LONAS",,,VOLUNTARIOS,"ELECTRICISTAS, CARPINTEROS, PLOMEROS",NO SE,"INSULINA, MORFINA",,8.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",ESQ CALLE C MZ,9/21/2017 19:16:47,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,COMIDA PREPARADA,"BOLSAS NEGRAS, BOLSAS TRANSPARENTES GRANDES, BOLSAS MEDIANAS TRANPARENTES, ARROZ, AZUCAR, ACEITE, FORMULA PARA BEBE, ALIMENTO PARA BEBE, LECHE EN POLVO, VERDURA EN LATA, CINTA CANELA, HIELO",Si tienes info entra a: http://bit.ly/Verificado19s,19.293381600000004,-99.1475762
Calzada de Hueso,Los Girasoles,Coyoacán,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,--,--,,,--,--,--,--,,0.0,No sé,No sé,No sé,No sé,No sé,Esquina Canal de Miramontes,9/21/2017 19:40:20,Derrumbe,Edificio,Comercial,Derrumbe,Sí,--,--,Si tienes info entra a: http://bit.ly/Verificado19s,19.300672199999998,-99.1140018
AVENIDA ,,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,X,"URGEN LAMPARAS PEQUEÑAS DE MANO, CINCELES PARA ROTOMARTILLO",,,X,VOLUNTARIOS PARA RELEVO ENTRE 9:30 Y 10:00 PM,X,"MASCARAS DE OXIGENO, PUNTAS NASALES DE 5 Y 6 METROS",,8.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",ESQ CALLE C MZ XIII,9/21/2017 20:46:55,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,X,X,Si tienes info entra a: http://bit.ly/Verificado19s,19.412153200000002,-99.0897308
AVENIDA,MULTIFAMLIAR TLALPAN,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,-,"PILAS DE RELOJ DE 4 VOLITIOS, 20 ARNESES CON LINEA DE VIDA, 20 BROCAS PUNTA DE CINCEL PARA ROTOMARTILLO, ACEITE HIDRAULICO, CODERAS, RODILLERAS, MOSQUETONES, CLAVOS DE CONCRETO DE 2 A 5"", 40 CUTTERS, 15 BOTAS DE MEDIDA 27 AL 28CMS, 5 CORTADORAS ELECTRICAS, CUERDAS DE RAFIA, 20 EXTENSIONES ELECTRICAS DE MAS DE 2 METROS, CUERDAS DE SEGURIDAD, LAMPARAS DE MINERO, PILAS TAMAÑO D Y AAA, BOMBA DE AIRE, 10 CARRETILLAS GRANDES, LONAS, BROCHAS PARA LIMPIAR MAQUINARIA, ESPEJOS, 10 MARTILLOS, 10 MAZOS",,,-,-,-,"15 MASCARILLAS PARA OXIGENO, 1 LARINGOSCOPIO, 1 HOJA PARA LARINGOSCOPIO PEDIATRICO DEL NUMERO 1 Y 2, 1 HOJA PAR LARINGOSCOPIO PARA ADULTOS, 2 OXIMETROS",,8.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",ESQ CALLE C MZ,9/21/2017 21:14:41,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,-,-,Si tienes info entra a: http://bit.ly/Verificado19s,19.412153200000002,-99.0897308
Coahuila,Roma Norte,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,No sé,No sé,,,No sé,No sé,No sé,No sé,Cuauhtémoc,10.0,No sé,No sé,No sé,No sé,No sé,Mérida y Cuauhtémoc,9/21/2017 21:40:19,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,No sé,No sé,Si tienes info entra a: http://bit.ly/Verificado19s,19.4126496,-99.1552769
AVENIDA,MULTIFAMILIAR TLALPAN,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,.,CARTON SECO,,,.,.,.,SIERRA LIMPIA O SABLE ESTERIL PARA CORTAR HUESOS,,8.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",ESQ CALLE C MZ,9/21/2017 21:55:21,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,.,.,Si tienes info entra a: http://bit.ly/Verificado19s,19.412153200000002,-99.0897308
Tokio,Portales Norte,Benito Juárez,Ninguno por el momento,Ciudad de México,,Ya fue utilizada,Ninguna por el momento,,,Protección civil para resguardo,Ninguna por el momento,No se,No se,,517.0,0,0,0,No sé,11-20,Presidentes y Emperadores,9/21/2017 21:58:48,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,"Agua, atún",Ninguno por el momento,Si tienes info entra a: http://bit.ly/Verificado19s,19.367570899999997,-99.1528355
s/n,,Tlalpan,"Médicos, traductores, apuntaladores, carpinteros, ",Ciudad de México,,0,0,,,0,0,0,0,Taxqueña,0.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos",,9/21/2017 22:14:46,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,0,0,Si tienes info entra a: http://bit.ly/Verificado19s,19.4221677,-99.0581927
Sullivan,Renacimiento ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,5.0,0,0,0,0,0,,9/21/2017 23:07:01,Derrumbe,Monumento,Estacionamiento ,Derrumbe,No,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4342729,-99.1632807
República de Argentina,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,96.0,0,0,0,0,0,República de Paraguay y República de Ecuador,9/22/2017 0:40:08,Derrumbe,Casa,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4417183,-99.1310124
República de Argentina,Centro,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,111.0,0,,,,,Eje 1 norte y República de Costa Rica,9/22/2017 0:45:22,Derrumbe,Edificio,Comercial,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4428766,-99.13013690000001
Allende ,Barrio San Pedro,Iztapalapa,"Ingenieros,  peligro de derrumbe",Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,CDMX,132.0,0,0,0,0,0,Morelos y Rojo Gomez,9/22/2017 8:07:49,Derrumbe,Casa,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3621275,-99.0860928
Escocia,Del Valle,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,"Gabriel Mancera y Escocia, voluntarios",,Si tienes info entra a: http://bit.ly/Verificado19s,,4.0,No sé,No sé,No sé,No sé,No sé,,9/22/2017 8:56:42,Derrumbe,Edificio,Habitacional,Derrumbe,No,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.387713,-99.1637443
Calzada de Tlalpan,Ciudad Jardín,,n.a.,Ciudad de México,,No hay info,"sIERRAS ELECTRICAS, DISCOS DE CORTE GRANDE Y CHICO, CORTADORA GRANDE Y CHICA, CIZALLAS, MAZOS CHICOS, PICOS CHICOS",,,no hay info,voluntarios ,no,no,,2121.0,No sé,No sé,No sé,No sé,No sé,,9/22/2017 10:04:34,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,no,no,Si tienes info entra a: http://bit.ly/Verificado19s,19.341585000000002,-99.14379720000001
TOKIO,PORTALES SUR,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,SIN AYUDA,SIN AYUDA,,Si tienes info entra a: http://bit.ly/Verificado19s,,517.0,0,No sé,No sé,No sé,"Sí, pero no sé cuántos",PRESIDENTES Y EMPERADORES,9/22/2017 10:39:02,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.367570899999997,-99.1528355
Gabriel Mancera,Del Valle Norte,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,707.0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos",No sé,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","es toda la calle, desde Concepción Béistegui hasta Eugenia",9/22/2017 11:35:48,Derrumbe,Edificio,Mixto,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3888031,-99.1638127
Coquimbo,Lindavista,Gustavo A. Madero,No,Ciudad de México,,,No,,,,No,,No,,911.0,1-5,1-5,1-5,0,1-5,Sierravista y Ticoman,9/22/2017 11:50:34,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,,No,Si tienes info entra a: http://bit.ly/Verificado19s,19.4935455,-99.1229081
Tec ccm,Tec ccm,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Lonas y carpas,,,,Ciclistas,,Si tienes info entra a: http://bit.ly/Verificado19s,Tlapán,100.0,"Sí, pero no sé cuántos",0,1-5,31-40,31-40,,9/22/2017 12:03:19,Derrumbe,Edificio,Mixto,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3597735,-99.2580184
Calzada de Tlalpan,Ciudad Jardín,Tlalpan,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Motosierras,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,2205.0,"Sí, pero no sé cuántos",No sé,No sé,No sé,"Sí, pero no sé cuántos",Frente a Estrella de Oro,9/22/2017 12:57:11,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.338345,-99.1432924
Chilmalpopoca,Obrera,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,168.0,No sé,No sé,No sé,No sé,No sé,Bolivar,9/22/2017 13:29:59,Derrumbe,Edificio,Comercial,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4228602,-99.12899509999998
Bolivar y Chimalpopoca,Obrera,,no sé,Ciudad de México,,,"desarmadores planos y de cruz, llave Steelson, arneses, líneas de vida, cuerdas de rapel, mosquetones, cizallas y marros. Bgoogles, chalecos, gotas para ojos y cubrebocas",,,si,no,no sé,no sé,,190.0,No sé,,,,,,9/22/2017 13:50:24,Derrumbe,fábrica,laboral,Derrumbe,Sí,no sé,no sé,Si tienes info entra a: http://bit.ly/Verificado19s,19.422860699999998,-99.1289687
Cerrada de tecamachalco,Reforma Social,,Si tienes info entra a: http://bit.ly/Verificado19s,Ciudad de México,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,43.0,,,,,,,9/22/2017 13:52:30,Derrumbe,Edificio,Habitacional,Derrumbe,Sí,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4332837,-99.2126946
Calle Emiliano Zapata,,No Aplica (fuera de CDMX),"Médicos, ingenieros",Morelos,,"Marros, palas","Marros, palas, carretillas",,,"Gente, pero falta",Para levantar escombro,No se,No se,Hueyapan,25.0,0,No sé,0,0,0,"Son varios edificios destruidos, incluído un templo Adventista",9/21/2017 22:18:28,Derrumbe,Casa,Habitacional,Derrumbe,No,Agua,Comida,Si tienes info entra a: http://bit.ly/Verificado19s,19.5250013,-99.1607954
Ninos heroes,Jumiltepec,,Si tienes info entra a: http://bit.ly/Verificado19s,Morelos,,,"Pala, tlalacho, escobas",,,Ayudas civiles y demas,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,Ocuituco,238.0,0,0,0,0,0,Colinda con calle la joya,9/22/2017 12:29:24,Derrumbe,Casa,Habitacional,Derrumbe,Sí,Agua,"Leche, sopa, papel igienico, frijoles etc",Si tienes info entra a: http://bit.ly/Verificado19s,19.263412300000002,-99.1673969
Principal ,Centro,No Aplica (fuera de CDMX),Si tienes info entra a: http://bit.ly/Verificado19s,Puebla,,Palas ,"Palas, picos, carretilla",,,Locales ,Brigadas de apoyo,Ninguno ,"Paracetamol, ibuprofeno, amoxicilina",Huehuetlan el chico ,1.0,No sé,No sé,No sé,No sé,No sé,Principal y principal,9/21/2017 17:21:59,Derrumbe,Casa,Habitacional,Derrumbe,Sí,No hay ,"Herramienta para quitar escombro, comida enlatada, papel higiénico, cobijas ",Si tienes info entra a: http://bit.ly/Verificado19s,19.358472,-99.23146990000001
Reforma,Centro,No Aplica (fuera de CDMX),Si tienes info entra a: http://bit.ly/Verificado19s,Puebla,,No se,No se,,,No se,No se,No se,No se,Atzala,0.0,No sé,No sé,11-20,No sé,No sé,Callejón 5 de mayo y Calle Emiliano Zapata,9/21/2017 18:19:09,Derrumbe,Iglesia,Religioso,Derrumbe,Sí,No se,No se,Si tienes info entra a: http://bit.ly/Verificado19s,19.3360658,-99.2043352
Santana,San Francisco Culhuacan ,Coyoacán,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0Bxiu31H8RhQXd19oZVE4aXAxVVk,Hay mucho,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si hay mucho ,Si tienes info entra a: http://bit.ly/Verificado19s,,296.0,0,0,1-5,5-10,1-5,,9/20/2017 15:30:43,Derrumbe,Edificio,Mixto,Derrumbe,,Hay mucho ,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3337514,-99.2898632
Tehuantepec ,Roma sur ,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,"https://drive.google.com/open?id=0B-Dt2e8PQxevNWFWa0RuS2o4Yk0, https://drive.google.com/open?id=0B-Dt2e8PQxevTTdMczJUd0JkUUE",,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,245.0,0,0,0,0,0,Tuxpan e Insurgentes (Chilpancingo),9/20/2017 15:43:38,Derrumbe,Edificio,Habitacional,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.4038676,-99.1679923
Avenida de los montes,,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,https://drive.google.com/open?id=0Bwcj3ej07j_XZ2pHNVlKRk5tMms,,"Lámparas, pilas, lonas, gasolina (para las plantas de luz)",,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,56.0,No sé,No sé,No sé,No sé,No sé,Esquina con Tlalpan,9/20/2017 15:49:13,Derrumbe,Edificio,,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3635324,-99.1430861
Balsas,,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Tienen herramienta suficiente,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,18.0,1-5,No sé,No sé,No sé,No sé,Esquina Miraflores,9/20/2017 16:12:56,Derrumbe,Edificio,Habitacional,Derrumbe,,Tienen víveres suficientes,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3605541,-99.1402191
AV Juan Escutia ,Condesa,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,4.0,No sé,No sé,No sé,No sé,No sé,Nuevo Laredo y tamaulipas,9/20/2017 16:19:28,Derrumbe,Edificio,Mixto,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.254530399999997,-99.05913790000001
Galicia,N H de Chapultepec ,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,435.0,No sé,No sé,No sé,No sé,No sé,Guipzcia,9/20/2017 16:21:39,Derrumbe,Edificio,Habitacional,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.3886503,-99.14612890000001
De los montes,Sineo,Benito Juárez,Si tienes info entra a: http://bit.ly/Verificado19s,,,,"Cascos, harneses, material de trabajo",,,,Si tienes info entra a: http://bit.ly/Verificado19s,,nada ,,0.0,No sé,No sé,No sé,No sé,No sé,Esquina con Viaducto,9/20/2017 16:46:01,Derrumbe,Edificio,nose,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.2861725,-99.0099612
Isabel la catolica,Obrera,Cuauhtémoc,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,135.0,0,No sé,No sé,"Sí, pero no sé cuántos",No sé,Fray Servando Teresa de Mier ,9/20/2017 16:55:38,Derrumbe,Edificio,Oficinas,Derrumbe,,,Si tienes info entra a: http://bit.ly/Verificado19s,Si tienes info entra a: http://bit.ly/Verificado19s,19.29576,-99.00887409999999
