Calle,Colonia,Delegacin,EspecialistasFaltantesseparaporcomas,Estado,Foto,HerramientasExistentes,HerramientasFaltantes,Hora,HoradelReporte,ManodeObraExistente,ManodeObraFaltante,MedicamentosExistentes,MedicamentosFaltantes,Municipio,NmeroExterioroAproximado,NmerodePersonasAtrapadas,NmerodePersonasDesaparecidas,NmerodePersonasFallecidas,NmerodePersonasLesionadas,NmerodePersonasRescatadas,OtraReferenciadeUbicacin,Timestamp,TipoDao,TipodeInfraestructura,TipodeUso,TipodelDao,Verificado,VveresExistentes,VveresFaltantes,VveresSobrantes,latitud,longitud
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 16:11:19,,,,,,,Se solicitan AGUA Y PILAS en estadio universitario,Si tienes info entra a: http://bit.ly/Verificado19s,19.33219734,-99.19013321
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 16:11:24,,,,,,,"viaducto y tonala , Se requieren seguetas , cubetas, pilas , lamparas y palas ",Si tienes info entra a: http://bit.ly/Verificado19s,19.4126449,-99.1612825
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 16:11:26,,,,,,,Se Necesita una Sierra electrica Urgente ,Si tienes info entra a: http://bit.ly/Verificado19s,19.3956842,-99.1613109
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 16:50:51,,,,,,,Protección Civil Revisión de Edificio,Si tienes info entra a: http://bit.ly/Verificado19s,19.4135917,-99.1739403
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:15:37,,,,,,,Ayuda Humana,Si tienes info entra a: http://bit.ly/Verificado19s,19.3875403321494,-99.1638475656509
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:23:27,,,,,,,"picos, palas, herramientas para exacavar y voluntarios",Si tienes info entra a: http://bit.ly/Verificado19s,19.3636391218132,-99.1423308849335
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:35:14,,,,,,,Se necesitan 200 voluntarios en Villa Olímpica para atender a damnificados,Si tienes info entra a: http://bit.ly/Verificado19s,19.2967168,-99.1880516
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:46:46,,,,,,,Necesitamos ayuda para hacer comida para los brigadistas,Si tienes info entra a: http://bit.ly/Verificado19s,19.4339483,-99.1477473
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:48:10,,,,,,,Pedimos voluntarios para la creación de despensas para los damnificados,Si tienes info entra a: http://bit.ly/Verificado19s,19.3589562,-99.2733694
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:53:38,,,,,,,Pedimos voluntarios para brigadas,Si tienes info entra a: http://bit.ly/Verificado19s,19.3727256,-99.1842203
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:55:35,,,,,,,Centro de acopio y canalizador de fuerza humana,Si tienes info entra a: http://bit.ly/Verificado19s,19.3831305,-99.1806889
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:58:29,,,,,,,Centro de acopio para damnificados,Si tienes info entra a: http://bit.ly/Verificado19s,19.4283864247861,-99.1627156734467
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:00:50,,,,,,,Recolección de Víveres,Si tienes info entra a: http://bit.ly/Verificado19s,19.3798367,-99.1862148
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:01:39,,,,,,,Víveres (Fruta / Tortas o comida para brigadsitas / Aspirinas cubre bocas / Cascos ),Si tienes info entra a: http://bit.ly/Verificado19s,19.3863785,-99.1626902
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:05:23,,,,,,,"Lo que necesitan para poder ayudar es un casco, guantes, cubre bocas y botas. ",Si tienes info entra a: http://bit.ly/Verificado19s,19.3403620579914,-99.1428995132446
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:06:12,,,,,,,"Urgen pediatras, ya unicamente hay doctores de adultos",Si tienes info entra a: http://bit.ly/Verificado19s,19.2879805,-99.1570031
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:07:03,,,,,,,Urgen donadores de sangre de cualquier tipo,Si tienes info entra a: http://bit.ly/Verificado19s,19.3719364,-99.1711376
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:08:39,,,,,,,Urgen voluntarios por derrumbe,Si tienes info entra a: http://bit.ly/Verificado19s,19.3481318,-99.1465726
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:14:04,,,,,,,Necesitamos personas con coche que quieran ayudar a llevar víveres a diferentes puntos de la ciudad,Si tienes info entra a: http://bit.ly/Verificado19s,19.344185,-99.1999002
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:18:29,,,,,,,edificio derrumbado,Si tienes info entra a: http://bit.ly/Verificado19s,19.3353237,-99.1418319
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:42:27,,,,,,,"Pañales de adulto y niños, toallas húmedas, jabón, cobijas, zapatos. ",Si tienes info entra a: http://bit.ly/Verificado19s,19.416215,-99.1577783
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:48:29,,,,,,,Guantes de carnaza Palas Carretillas Linternas  Planta de luz Baños portátiles  Agua  Y gente para armar despensa y preparar comida,Si tienes info entra a: http://bit.ly/Verificado19s,19.4019562833111,-99.155747294426
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:01:58,,,,,,,Se necesita palas y guantes!!!,Si tienes info entra a: http://bit.ly/Verificado19s,19.3680123,-99.1421672
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:06:45,,,,,,,"Apoyo para Morelos, necesitamos formulas para bebes y Articulos para limpieza",Si tienes info entra a: http://bit.ly/Verificado19s,19.4092411,-99.1824087
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:09:45,,,,,,,Urge Oxigeno,Si tienes info entra a: http://bit.ly/Verificado19s,19.4031301479873,-99.1612243652344
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:10:07,,,,,,,URGENTE cajas de carton para los víveres,Si tienes info entra a: http://bit.ly/Verificado19s,19.4226545251443,-99.1609346866608
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:12:59,,,,,,,URGENTE equipo medico,Si tienes info entra a: http://bit.ly/Verificado19s,19.4377163,-99.2093693
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:40:38,,,,,,,"Pañales de adulto y niños, toallas húmedas, jabón, cobijas, zapatos. ",Si tienes info entra a: http://bit.ly/Verificado19s,19.416215,-99.1577783
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:57:18,,,,,,,Palas,Si tienes info entra a: http://bit.ly/Verificado19s,19.290405639498,-99.1598510742188
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:13:12,,,,,,,Proteccion civil revisión de edificio ,Si tienes info entra a: http://bit.ly/Verificado19s,19.4355914847912,-99.1809493303299
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 20:21:44,,,,,,,Edificio muy dañado | urgente ayuda,Si tienes info entra a: http://bit.ly/Verificado19s,19.3604104,-99.1579265
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 19:11:49,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda Voluntaria,19.39293444583,-99.164571762085
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 16:02:50,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,V Motel Boutique ofrece estancias gratuitas en ambas sucursales para quienes no tengan donde quedarse ,19.3018233,-99.1640463
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:00:27,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,19.3708306021245,-99.155387878418
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:12:20,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Voluntariado,42.022645739242,-3.75901937484741
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:13:32,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Ayuda de alimentos, voluntarios, medicina, UN KILO DE AYUDA",19.420271654759,-99.21770632267
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:26:23,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayufa,19.4186779958319,-99.0383148193359
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:27:38,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Voluntariado,19.5123888879764,-99.2615818977356
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:31:08,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Manos,19.4073448595346,-99.1669750213623
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:33:22,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda voluntaria ,19.3094742243282,-99.1725989064435
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:33:46,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Comida y agua para rescatistas,19.5345279,-99.1907364
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:34:28,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda voluntaria,19.3791251729851,-99.0605916443746
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:35:04,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Voluntaria, trabajo",19.4031352077305,-99.1612243652344
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:35:37,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda psicologica ,19.3164083721193,-99.1974449157715
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:38:27,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"comida,  productos de higiene, limpieza y medicamentos",19.3784077,-99.1536504
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:41:55,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Auto para transportar y entregar víveres,19.549199874692,-99.2882055044174
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:47:39,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,19.3360899335558,-99.0649223327637
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:51:58,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Apoyo psicológico y centro de acopio de juguetes,19.3559412041147,-99.1685199737549
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:53:11,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Voluntario,19.4189629741832,-99.1720981243998
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:53:56,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,ayuda / manos / resguardo de mascota,19.4990396108077,-99.2369270324707
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 17:58:02,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Olive Garden Reforma habilitad como restaurante comunitario a partir de las 2pm! ,19.428361129998,-99.162780046463
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:00:13,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Mano de obra con equipo completo,19.3437938494864,-99.1403460502624
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:00:28,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda en lo que sea,19.4491116498328,-99.2449951171875
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:05:37,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Trabajo voluntario,19.3598478375857,-99.0708343195729
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:08:50,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Trabajo voluntario,19.2797187260488,-99.169175001316
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:16:30,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda,22.0231859617182,-102.305110534653
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:20:10,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda voluntaria ,19.4295246861719,-99.2515182495117
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:21:10,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Voluntario,19.344360746152,-99.1608703136444
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:21:17,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Voluntario,19.344360746152,-99.1608703136444
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:23:45,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Mi ayuda voluntaria ya sea cargando víveres, acomodandolos, llevarle comida a los afectados en lo que se pueda",19.4323576576555,-99.1328144073486
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:24:24,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Palas, lámparas, guantes",19.4245061582604,-99.16259765625
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:24:29,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,"Palas, lámparas, guantes",19.4245061582604,-99.16259765625
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:30:20,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda voluntaria ,19.3756078773773,-99.1482853889465
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:38:23,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Camioneta,19.3750815742573,-99.1536927223206
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:40:39,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Mano de obra,19.4089639273701,-99.1137599945068
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:41:52,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Herramientas y ayuda física ,19.3729662234154,-99.1414511203766
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:42:28,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Enfermera,19.4032161636003,-99.1958355903625
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:44:13,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Ayuda para albegues o lo que resulte ,19.4690199418282,-99.1169786453247
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:49:22,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Trabajo voluntario cualquier tipo,19.4197461433045,-99.1582691707299
,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,Si tienes info entra a: http://bit.ly/Verificado19s,,Si tienes info entra a: http://bit.ly/Verificado19s,,,,,,,,,09/20/2017 18:53:21,,,,,,,Si tienes info entra a: http://bit.ly/Verificado19s,Centro de Acopio,19.2639531393829,-99.1214203834534
