"coordenadas","X","Calle","Colonia","Delegacion","Estado","Foto","HerramientasFaltantes","HerramientasSobrantes","Hora","HoradelReporte","ManodeObraFaltante","ManodeObraSobrantes","MedicamentosFaltantes","MedicamentosSobrantes","NumeroExterioroAproximado","NumerodePersonasAtrapadas","NumerodePersonasDesaparecidas","NumerodePersonasFallecidas","NumerodePersonasLesionadas","NumerodePersonasRescatadas","OtraReferenciadeUbicacion","Timestamp","TipodeInfraestructura","TipodeUso","TipodelDano","Verificado","ViveresFaltantes","ViveresSobrantes","latitud","longitud","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.1656876, 19.3022228",438,NA,"Pedregal del Carrasco","Coyoacan","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Isodine, Gasas, Vendas, Guantes, Cubrebocas, suturas, jeringas","2017-09-20 11:25:38",NA,NA,"Ofrezco",NA,"Materiales de Curación",NA,19.3022228,-99.1656876,4700,"Coyoacán","Ciudad de México","Mexico",19.3022228,-99.1656876
"-99.151886, 19.2982277",509,NA,"Tetlameya","Coyoacan/tlalpan","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:35:57",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.2982277,-99.151886,4730,"Coyoacán","Ciudad de México","Mexico",19.2982277,-99.151886
"-99.151886, 19.2982277",509,NA,"Tetlameya","Coyoacan/tlalpan","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:35:57",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.2982277,-99.151886,4730,"Coyoacán","Ciudad de México","Mexico",19.2982277,-99.151886
"-99.136829, 19.3229431",478,NA,"Tezozomoc","Azcapotzalco","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:09:38",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,19.3229431,-99.136829,4815,"Coyoacán","Ciudad de México","Mexico",19.3229431,-99.136829
"-99.1085644, 19.3030851",349,NA,"Mirador I","Tlalpan ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:05:13",NA,NA,"Ofrezco",NA,"Agua, Manos",NA,19.3030851,-99.1085644,4960,"Coyoacán","Ciudad de México","Mexico",19.3030851,-99.1085644
"-99.1055293, 19.3028753",980,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 16:41:07",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",795,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 08:50:24",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",795,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 08:50:24",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",795,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 08:50:24",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",482,NA,"Villa Quietud","Tlalpan","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:16:49",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",482,NA,"Villa Quietud","Tlalpan","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:16:49",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",980,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 16:41:07",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",980,NA,"Villa quietud","Coyoacan","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 16:41:07",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.1055293, 19.3028753",482,NA,"Villa Quietud","Tlalpan","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:16:49",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,19.3028753,-99.1055293,4960,"Coyoacán","Ciudad de México","Mexico",19.3028753,-99.1055293
"-99.267373, 19.38191",522,NA,"Lomas de Vista Hermosa","Cuajimalpa ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:59:12",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,19.38191,-99.267373,5100,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.38191,-99.267373
"-99.269593, 19.369379",373,NA,"San Pablo Chimalpa","Cuajimalpa ","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:56:30",NA,NA,"Ofrezco",NA,"Comida, Manos",NA,19.369379,-99.269593,5100,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.369379,-99.269593
"-99.2561998, 19.3831227",791,NA,"Palo Alto","Cuajimalpa","Mexico city",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 08:06:25",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3831227,-99.2561998,5110,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3831227,-99.2561998
"-99.260901, 19.3764616",463,NA,"Lomas de Vista Hermosa","Cuajimalpa","Cdmx ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:54:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Manos, Artículos de limpieza",NA,19.3764616,-99.260901,5110,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3764616,-99.260901
"-99.250375, 19.3886443",867,NA,"Bosques de las lomas","Cuajimalpa","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:51:43",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.3886443,-99.250375,5110,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3886443,-99.250375
"-99.2664528, 19.3850818",540,NA,"Bosques de las Lomas y Tecamachalco","","Estado de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 14:30:42",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3850818,-99.2664528,5129,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3850818,-99.2664528
"-99.2603479, 19.393572",58,NA,"Lomas del Chamizal","Cuajimalpa de Morelos","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:38:14",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Medicamentos, Carpas, tiendas de campaña, Ropa",NA,19.393572,-99.2603479,5129,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.393572,-99.2603479
"-99.2880597, 19.3631419",31,NA,"Cuajimalpa","Cruz Manca ","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:53:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",NA,19.3631419,-99.2880597,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3631419,-99.2880597
"-99.2880597, 19.3631419",23,NA,"Cuajimalpa ","Cuajimalpa ","Cdmx ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:44:48",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir, Transporte, Manos, Ropa",NA,19.3631419,-99.2880597,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3631419,-99.2880597
"-99.2880597, 19.3631419",23,NA,"Cuajimalpa ","Cuajimalpa ","Cdmx ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:44:48",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir, Transporte, Manos, Ropa",NA,19.3631419,-99.2880597,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3631419,-99.2880597
"-99.286587, 19.3699167",176,NA,"San Jose de los Cedros ","Cuajimalpa","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:49:31",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Artículos de limpieza, Ropa",NA,19.3699167,-99.286587,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3699167,-99.286587
"-99.2882413, 19.367932",263,NA,"San José de los cedros","Cuajimalpa","Ciudad de México ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:14:26",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir, Transporte, Manos, Ropa",NA,19.367932,-99.2882413,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.367932,-99.2882413
"-99.2880597, 19.3631419",31,NA,"Cuajimalpa","Cruz Manca ","México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:53:51",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Transporte, Manos, Asistencia médica, Peritajes, Artículos de limpieza, Medicamentos, Carpas, tiendas de campaña, Ropa, Gasolina",NA,19.3631419,-99.2880597,5200,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3631419,-99.2880597
"-99.2965778, 19.3470575",232,NA,"Contadero","Cuajimalpa ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:31:07",NA,NA,"Ofrezco",NA,"Manos",NA,19.3470575,-99.2965778,5230,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3470575,-99.2965778
"-99.2987656, 19.3446879",367,NA,"Herradura","Huixquilucan","Estado de mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 09:45:57",NA,NA,"Ofrezco",NA,"Transporte, Manos, Asistencia médica, Ropa",NA,19.3446879,-99.2987656,5230,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3446879,-99.2987656
"-99.3032594, 19.3486213",518,NA,"Contadero","Cuajimalpa","Contadero",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:54:39",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos / Voluntarios, Artículos de limpieza, Medicamentos, Ropa",NA,19.3486213,-99.3032594,5230,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3486213,-99.3032594
"-99.2985966, 19.367435",721,NA,"Manzanastitla ","Cuajimalpa ","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 22:23:06",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Artículos de limpieza, Ropa",NA,19.367435,-99.2985966,5270,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.367435,-99.2985966
"-99.2865157, 19.3616868",86,NA,"el molinito","cuajimalpa","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:20:43",NA,NA,"Ofrezco",NA,"Agua, Manos, Ropa",NA,19.3616868,-99.2865157,5310,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3616868,-99.2865157
"-99.2882606, 19.3563182",859,NA,"Lomas de memetla","Cuajimalpa ","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:37:45",NA,NA,"Ofrezco",NA,"Comida, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3563182,-99.2882606,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3563182,-99.2882606
"-99.2882606, 19.3563182",859,NA,"Lomas de memetla","Cuajimalpa ","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:37:45",NA,NA,"Ofrezco",NA,"Comida, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3563182,-99.2882606,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3563182,-99.2882606
"-99.2882606, 19.3563182",859,NA,"Lomas de memetla","Cuajimalpa ","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:37:45",NA,NA,"Ofrezco",NA,"Comida, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3563182,-99.2882606,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3563182,-99.2882606
"-99.2882606, 19.3563182",859,NA,"Lomas de memetla","Cuajimalpa ","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:37:45",NA,NA,"Ofrezco",NA,"Comida, Manos / Voluntarios, Artículos de limpieza, Ropa",NA,19.3563182,-99.2882606,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3563182,-99.2882606
"-99.2891095, 19.3587567",351,NA,"Lomas de memetla","Cuajimlapa","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuerza estamos todos juntos","2017-09-20 09:07:00",NA,NA,"Ofrezco",NA,"Agua, Manos, Medicamentos, Ropa",NA,19.3587567,-99.2891095,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3587567,-99.2891095
"-99.2891095, 19.3587567",351,NA,"Lomas de memetla","Cuajimlapa","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuerza estamos todos juntos","2017-09-20 09:07:00",NA,NA,"Ofrezco",NA,"Agua, Manos, Medicamentos, Ropa",NA,19.3587567,-99.2891095,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3587567,-99.2891095
"-99.2891095, 19.3587567",351,NA,"Lomas de memetla","Cuajimlapa","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuerza estamos todos juntos","2017-09-20 09:07:00",NA,NA,"Ofrezco",NA,"Agua, Manos, Medicamentos, Ropa",NA,19.3587567,-99.2891095,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3587567,-99.2891095
"-99.2891095, 19.3587567",351,NA,"Lomas de memetla","Cuajimlapa","Cdmx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Fuerza estamos todos juntos","2017-09-20 09:07:00",NA,NA,"Ofrezco",NA,"Agua, Manos, Medicamentos, Ropa",NA,19.3587567,-99.2891095,5330,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3587567,-99.2891095
"-99.273786, 19.3442605",11,NA,"Cruz Manca","Cuajimalpa ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:30:26",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir, Manos, Ropa",NA,19.3442605,-99.273786,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3442605,-99.273786
"-99.2741168, 19.3468419",338,NA,"San Mateo Tlaltenango ","Cuajimalpa ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 08:30:05",NA,NA,"Ofrezco",NA,"Manos",NA,19.3468419,-99.2741168,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3468419,-99.2741168
"-99.2741168, 19.3468419",627,NA,"San Mateo Tlaltenango ","Cuajimalpa ","Df ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:20:43",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Ropa",NA,19.3468419,-99.2741168,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3468419,-99.2741168
"-99.273786, 19.3442605",74,NA,"Cruz Manca","Cuajimalpa","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:08:40",NA,NA,"Ofrezco",NA,"Manos",NA,19.3442605,-99.273786,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3442605,-99.273786
"-99.2741168, 19.3468419",627,NA,"San Mateo Tlaltenango ","Cuajimalpa ","Df ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 17:20:43",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Ropa",NA,19.3468419,-99.2741168,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3468419,-99.2741168
"-99.273786, 19.3442605",74,NA,"Cruz Manca","Cuajimalpa","CDMX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:08:40",NA,NA,"Ofrezco",NA,"Manos",NA,19.3442605,-99.273786,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3442605,-99.273786
"-99.273786, 19.3442605",11,NA,"Cruz Manca","Cuajimalpa ","CDMX ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:30:26",NA,NA,"Ofrezco",NA,"Agua, Refugio / Dónde dormir, Manos, Ropa",NA,19.3442605,-99.273786,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3442605,-99.273786
"-99.2741168, 19.3468419",338,NA,"San Mateo Tlaltenango ","Cuajimalpa ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 08:30:05",NA,NA,"Ofrezco",NA,"Manos",NA,19.3468419,-99.2741168,5600,"Cuajimalpa de Morelos","Ciudad de México","Mexico",19.3468419,-99.2741168
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",943,NA,"Ciudad de México","Ciudad de México","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Con operario y diesel.","2017-09-21 14:49:12",NA,NA,"Ofrezco",NA,"Cargador frontal (maquinaria para remover escombros)",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.1408188, 19.4341287",755,NA,"Juarez","Cuauhtémoc ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:07:03",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4341287,-99.1408188,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4341287,-99.1408188
"-99.133208, 19.4326077",725,NA,"Indiferente ","","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 22:35:46",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",942,NA,"Roma, Escandón, Condesa y aledañas ","","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:47:28",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",942,NA,"Roma, Escandón, Condesa y aledañas ","","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:47:28",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",942,NA,"Roma, Escandón, Condesa y aledañas ","","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:47:28",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",9,NA,"","","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:27:26",NA,NA,"Ofrezco",NA,"Manos",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",398,NA,"","Cuauhtemoc ","Distrito federal ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 10:31:33",NA,NA,"Ofrezco",NA,"Comida, Agua, Transporte",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",942,NA,"Roma, Escandón, Condesa y aledañas ","","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:47:28",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.1402079, 19.4347413",842,NA,"Condesa ","Cuauhtémoc ","Distrito Federal",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:58:27",NA,NA,"Ofrezco",NA,"Transporte, Manos / Voluntarios",NA,19.4347413,-99.1402079,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4347413,-99.1402079
"-99.133208, 19.4326077",725,NA,"Indiferente ","","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 22:35:46",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.1408188, 19.4341287",755,NA,"Juarez","Cuauhtémoc ","Ciudad de Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:07:03",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4341287,-99.1408188,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4341287,-99.1408188
"-99.133208, 19.4326077",942,NA,"Roma, Escandón, Condesa y aledañas ","","Ciudad de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:47:28",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
"-99.133208, 19.4326077",9,NA,"","","DF",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:27:26",NA,NA,"Ofrezco",NA,"Manos",NA,19.4326077,-99.133208,6000,"Cuauhtémoc","Ciudad de México","Mexico",19.4326077,-99.133208
