"coordenadas","X","Calle","Colonia","Delegacion","Estado","Foto","HerramientasFaltantes","HerramientasSobrantes","Hora","HoradelReporte","ManodeObraFaltante","ManodeObraSobrantes","MedicamentosFaltantes","MedicamentosSobrantes","NumeroExterioroAproximado","NumerodePersonasAtrapadas","NumerodePersonasDesaparecidas","NumerodePersonasFallecidas","NumerodePersonasLesionadas","NumerodePersonasRescatadas","OtraReferenciadeUbicacion","Timestamp","TipodeInfraestructura","TipodeUso","TipodelDano","Verificado","ViveresFaltantes","ViveresSobrantes","latitud","longitud","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-100.1346164, 19.1927759",103,NA,"Centro","Valle de Bravo","Estado de México",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:36:37",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Manos",NA,19.1927759,-100.1346164,51200,"Valle de Bravo","Estado de México","Mexico",19.1927759,-100.1346164
"-100.1766289, 25.648907",30,NA,"Mision Santa FE","Guadalupe","Nuevo León",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:52:48",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,25.648907,-100.1766289,67195,"Guadalupe","Nuevo León","Mexico",25.648907,-100.1766289
"-100.1880555, 25.8713888",55,NA,"Portal de Zuazua","General Zuazua","Nuevo León",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:37:01",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Manos",NA,25.8713888,-100.1880555,NA,"Portal de Zuazua","Nuevo León","Mexico",25.8713888,-100.1880555
"-100.2032829, 25.7200059",671,NA,"Residencial santa fe","","Nuevo Leon ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 19:18:54",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Artículos de limpieza, Ropa",NA,25.7200059,-100.2032829,67117,"Guadalupe","Nuevo León","Mexico",25.7200059,-100.2032829
"-100.2071004, 25.5307769",35,NA,"Antigua Hacienda Santa anita","Monterrey","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:08:08",NA,NA,"Ofrezco",NA,"Comida, Agua, Ropa",NA,25.5307769,-100.2071004,64990,"Monterrey","Nuevo León","Mexico",25.5307769,-100.2071004
"-100.2722814, 25.7603004",283,NA,"Residencia Roble","","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:57:13",NA,NA,"Ofrezco",NA,"Manos, Asistencia médica",NA,25.7603004,-100.2722814,66414,"San Nicolás de los Garza","Nuevo León","Mexico",25.7603004,-100.2722814
"-100.2771894, 25.7628772",455,NA,"Hacienda el Roble ","San Nicolás de los Garza ","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:48:46",NA,NA,"Ofrezco",NA,"Comida, Artículos de limpieza, Medicamentos, Ropa",NA,25.7628772,-100.2771894,66417,"San Nicolás de los Garza","Nuevo León","Mexico",25.7628772,-100.2771894
"-100.2771894, 25.7628772",455,NA,"Hacienda el Roble ","San Nicolás de los Garza ","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 11:48:46",NA,NA,"Ofrezco",NA,"Comida, Artículos de limpieza, Medicamentos, Ropa",NA,25.7628772,-100.2771894,66417,"San Nicolás de los Garza","Nuevo León","Mexico",25.7628772,-100.2771894
"-100.2771894, 25.7628772",124,NA,"HACIENDA EL ROBLE","SAN NICOLÁS","NUEVO LEÓN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:55:53",NA,NA,"Ofrezco",NA,"Ropa",NA,25.7628772,-100.2771894,66417,"San Nicolás de los Garza","Nuevo León","Mexico",25.7628772,-100.2771894
"-100.2771894, 25.7628772",124,NA,"HACIENDA EL ROBLE","SAN NICOLÁS","NUEVO LEÓN",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:55:53",NA,NA,"Ofrezco",NA,"Ropa",NA,25.7628772,-100.2771894,66417,"San Nicolás de los Garza","Nuevo León","Mexico",25.7628772,-100.2771894
"-100.2789423, 25.5919538",703,NA,"Bosquencinos ","Monterrey  ","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:36:48",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Ropa",NA,25.5919538,-100.2789423,64979,"Monterrey","Nuevo León","Mexico",25.5919538,-100.2789423
"-100.2820977, 25.6264838",132,NA,"las brisas","monterrey","nuevo león",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"quisiera ayudar pero estoy en otra ciudad solo se me ocurre enviar dinero o comida.","2017-09-19 20:59:17",NA,NA,"Ofrezco",NA,"Comida, dinero",NA,25.6264838,-100.2820977,64780,"Monterrey","Nuevo León","Mexico",25.6264838,-100.2820977
"-100.2838507, 25.6172147",753,NA,"Las torres","","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 01:05:39",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Asistencia médica, Medicamentos",NA,25.6172147,-100.2838507,64930,"Monterrey","Nuevo León","Mexico",25.6172147,-100.2838507
"-100.3238291, 25.7467632",317,NA,"Lázaro Cárdenas","","Nuevo Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 03:18:57",NA,NA,"Ofrezco",NA,"Asistencia médica, Somos un gpo de Mty a dar apoyo psicológico",NA,25.7467632,-100.3238291,64269,"Monterrey","Nuevo León","Mexico",25.7467632,-100.3238291
"-100.3652289, 25.6640988",304,NA,"Fuentes del valle","San pedro","Nuevo Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atención psiquiátrica a niños adolescentes o adultos en MTY","2017-09-20 02:00:14",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,25.6640988,-100.3652289,66220,"Monterrey","Nuevo León","Mexico",25.6640988,-100.3652289
"-100.3731926, 25.743012",241,NA,"Sierra Alta","","Nuevo León ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:40:06",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Medicamentos",NA,25.743012,-100.3731926,NA,"Monterrey","Nuevo León","Mexico",25.743012,-100.3731926
"-100.3750554, 25.7087371",286,NA,"Cumbred","Monterrey","Nuevo Leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 00:59:49",NA,NA,"Ofrezco",NA,"Agua, Artículos de limpieza, Ropa, Ropa bebe de 0 a 12 meses",NA,25.7087371,-100.3750554,64610,"Monterrey","Nuevo León","Mexico",25.7087371,-100.3750554
"-100.3765093, 25.6411087",677,NA,"Mirador de la loma","San pedro","Nuevo leon",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mascotas","2017-09-20 19:49:55",NA,NA,"Ofrezco",NA,"Medicamentos, Dinero",NA,25.6411087,-100.3765093,66256,"Monterrey","Nuevo León","Mexico",25.6411087,-100.3765093
"-100.381724, 20.5709247",14,NA,"Terranova","Corregidora","Querétaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:31:32",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Asistencia médica",NA,20.5709247,-100.381724,76070,"Santiago de Querétaro","Querétaro","Mexico",20.5709247,-100.381724
"-100.384181, 25.6342207",519,NA,"Colonial de la Sierra","","Nuevo León",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:55:37",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,25.6342207,-100.384181,66286,"San Pedro Garza García","Nuevo León","Mexico",25.6342207,-100.384181
"-100.3919033, 20.5920203",823,NA,"Centro","Queretaro ","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 10:27:25",NA,NA,"Ofrezco",NA,"Ropa",NA,20.5920203,-100.3919033,76000,"Santiago de Querétaro","Querétaro","Mexico",20.5920203,-100.3919033
"-100.40735, 20.5866716",127,NA,"Niños Heroes","","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:57:13",NA,NA,"Ofrezco",NA,"Ropa",NA,20.5866716,-100.40735,76010,"Santiago de Querétaro","Querétaro","Mexico",20.5866716,-100.40735
"-100.4077932, 25.7385002",207,NA,"Cumbres","","Nuevo León",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 22:47:21",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos",NA,25.7385002,-100.4077932,64100,"Monterrey","Nuevo León","Mexico",25.7385002,-100.4077932
"-100.4192878, 20.5690246",566,NA,"La joya ","","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:10:07",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Ropa",NA,20.5690246,-100.4192878,76180,"Santiago de Querétaro","Querétaro","Mexico",20.5690246,-100.4192878
"-100.4192878, 20.5690246",566,NA,"La joya ","","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:10:07",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Ropa",NA,20.5690246,-100.4192878,76180,"Santiago de Querétaro","Querétaro","Mexico",20.5690246,-100.4192878
"-100.4192878, 20.5690246",565,NA,"La joya ","","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:10:05",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Ropa",NA,20.5690246,-100.4192878,76180,"Santiago de Querétaro","Querétaro","Mexico",20.5690246,-100.4192878
"-100.4192878, 20.5690246",565,NA,"La joya ","","Queretaro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:10:05",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Ropa",NA,20.5690246,-100.4192878,76180,"Santiago de Querétaro","Querétaro","Mexico",20.5690246,-100.4192878
"-100.7758619, 20.5247569",234,NA,"Riberas del Campestre","","Guanajuato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:33:15",NA,NA,"Ofrezco",NA,"Artículos de limpieza, Medicamentos, Ropa",NA,20.5247569,-100.7758619,38088,"Celaya","Guanajuato","Mexico",20.5247569,-100.7758619
"-100.9107815, 25.4465421",473,NA,"Puerta del rey","Saltillo","Coahuila ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Soy médico especialista en urgencias médicas, ofrezco mis servicios médicos para ayudar en la contingencia, puedo viajar hasta el fin de semana 23 y 24 de sept ","2017-09-20 12:05:06",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,25.4465421,-100.9107815,25298,"Emiliano Zapata","Coahuila de Zaragoza","Mexico",25.4465421,-100.9107815
"-100.9414788, 25.563891",498,NA,"Industrial","Gustavo A. Madero","Mexico",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atención medica y en crisis aguda","2017-09-20 12:58:20",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,25.563891,-100.9414788,25903,"Ramos Arizpe","Coahuila de Zaragoza","Mexico",25.563891,-100.9414788
"-100.9855409, 22.1564699",699,NA,"San Luis Potosi","","San Luis Potosi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:28:45",NA,NA,"Ofrezco",NA,"Agua, Manos / Voluntarios, Asistencia médica, Medicamentos",NA,22.1564699,-100.9855409,78230,"San Luis Potosí","San Luis Potosí","Mexico",22.1564699,-100.9855409
"-101.1709378, 19.6836457",720,NA,"Camelinas","Morelia","Michoacán ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 22:22:07",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir, Asistencia médica, Artículos de limpieza, Medicamentos, Ropa",NA,19.6836457,-101.1709378,58290,"Morelia","Michoacán","Mexico",19.6836457,-101.1709378
"-101.1744774, 19.6958943",911,NA,"Chapultepec Norte","Morelia","Michoacán",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Hospital ubicado en Morelia","2017-09-21 13:31:12",NA,NA,"Ofrezco",NA,"Manos / Voluntarios, Asistencia médica, Medicamentos, Materiales de uso médico",NA,19.6958943,-101.1744774,58260,"Morelia","Michoacán","Mexico",19.6958943,-101.1744774
"-101.2796594, 20.9889178",747,NA,"Tres Estrellas","Guanajuato","Guanajuato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 00:22:33",NA,NA,"Ofrezco",NA,"Análisis, generación y confirmación de información en tiempo real; generación de enlaces, ingeniería social.",NA,20.9889178,-101.2796594,36250,"Marfil","Guanajuato","Mexico",20.9889178,-101.2796594
"-101.6395774, 21.1040731",1015,NA,"Jerez","","Gto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 20:22:20",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,21.1040731,-101.6395774,37530,"León","Guanajuato","Mexico",21.1040731,-101.6395774
"-101.6509697, 21.1603469",322,NA,"Privanza del condado ","León ","Guanajuato ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 05:49:06",NA,NA,"Ofrezco",NA,"Manos",NA,21.1603469,-101.6509697,37218,"León","Guanajuato","Mexico",21.1603469,-101.6509697
"-101.6745308, 21.1449419",225,NA,"San Jerónimo","León","Guanajuato",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:18:12",NA,NA,"Ofrezco",NA,"Comida, Artículos de limpieza",NA,21.1449419,-101.6745308,37190,"León","Guanajuato","Mexico",21.1449419,-101.6745308
"-102.2915677, 21.8852562",1030,NA,"Centro","Aguascalientes","Aguascalientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Necesito me coordinen para llegar el sabado en la.mañana e iniciar actividades, consulta de atención primaria y atencion en crisis","2017-09-21 22:41:19",NA,NA,"Ofrezco",NA,"Asistencia médica, Medicamentos",NA,21.8852562,-102.2915677,20000,"Aguascalientes","Aguascalientes","Mexico",21.8852562,-102.2915677
"-102.2969264, 21.9013607",484,NA,"Encino","Aguascalientes ","Aguascalientes ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:24:13",NA,NA,"Ofrezco",NA,"Comida, Refugio / Dónde dormir, Transporte, Ropa",NA,21.9013607,-102.2969264,20020,"Aguascalientes","Aguascalientes","Mexico",21.9013607,-102.2969264
"-102.2998647, 21.9322627",870,NA,"fracc. la paloma","aguascalientes","aguascalientes",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:56:01",NA,NA,"Ofrezco",NA,"Ropa",NA,21.9322627,-102.2998647,20116,"Aguascalientes","Aguascalientes","Mexico",21.9322627,-102.2998647
"-102.3407312, 21.8645772",3,NA,"Santo Domingo ","Jesus maria ","Aguascalientes ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:03:10",NA,NA,"Ofrezco",NA,"Hospedaje, dónde dormir, Medicamentos",NA,21.8645772,-102.3407312,20218,"Aguascalientes","Aguascalientes","Mexico",21.8645772,-102.3407312
"-102.7705046, 20.3658211",112,NA,"La floresta","Ocotlan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:43:53",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.3658211,-102.7705046,47800,"Ocotlán","Jalisco","Mexico",20.3658211,-102.7705046
"-102.7752919, 20.3600146",63,NA,"Florida","Ocotlán","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 19:42:38",NA,NA,"Ofrezco",NA,"Manos",NA,20.3600146,-102.7752919,47820,"Ocotlán","Jalisco","Mexico",20.3600146,-102.7752919
"-103.2616584, 20.6457425",299,NA,"Jardines del rosario","Guadalajara","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Me interesa mucho ayudar ","2017-09-20 01:44:44",NA,NA,"Ofrezco",NA,"Manos",NA,20.6457425,-103.2616584,45404,"Tonalá","Jalisco","Mexico",20.6457425,-103.2616584
"-103.2671958, 20.6831945",417,NA,"Atotonolquillo","Chapala ","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atención vía telefónica, whatsapp, vía Messenger","2017-09-20 10:58:36",NA,NA,"Ofrezco",NA,"Atención Psicologica a distancia ",NA,20.6831945,-103.2671958,45403,"Tonalá","Jalisco","Mexico",20.6831945,-103.2671958
"-103.3255109, 20.7236007",479,NA,"Lomas del paraiso","Guadalajara","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:14:17",NA,NA,"Ofrezco",NA,"Comida, Agua, Refugio / Dónde dormir",NA,20.7236007,-103.3255109,44250,"Guadalajara","Jalisco","Mexico",20.7236007,-103.3255109
"-103.3255216, 20.7010067",174,NA,"Monumental","","Jalisco ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:43:42",NA,NA,"Ofrezco",NA,"Comida, Agua, Medicamentos, Ropa",NA,20.7010067,-103.3255216,44320,"Guadalajara","Jalisco","Mexico",20.7010067,-103.3255216
"-103.3299254, 20.7011443",99,NA,"Independencia","Guadalajara","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:34:08",NA,NA,"Ofrezco",NA,"Agua, Ropa",NA,20.7011443,-103.3299254,44379,"Guadalajara","Jalisco","Mexico",20.7011443,-103.3299254
"-103.3311131, 20.7015687",298,NA,"Indepedencia","Guadalajara ","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 01:39:54",NA,NA,"Ofrezco",NA,"Comida, Agua, Manos, Ropa",NA,20.7015687,-103.3311131,44379,"Guadalajara","Jalisco","Mexico",20.7015687,-103.3311131
"-103.3572848, 20.6225824",707,NA,"5 de mayo","Guadalajara","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 21:40:13",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6225824,-103.3572848,44970,"Guadalajara","Jalisco","Mexico",20.6225824,-103.3572848
"-103.3601728, 20.7070511",577,NA,"Jardines del Country","Guadalajara ","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 15:43:50",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,20.7070511,-103.3601728,44210,"Guadalajara","Jalisco","Mexico",20.7070511,-103.3601728
"-103.3630608, 20.6717775",239,NA,"Americana ","Guadalajara ","JALISCO ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Un depósito de 500 pesos ","2017-09-19 23:37:34",NA,NA,"Ofrezco",NA,"Dinero",NA,20.6717775,-103.3630608,44160,"Guadalajara","Jalisco","Mexico",20.6717775,-103.3630608
"-103.3710032, 20.7156918",244,NA,"Lagos del country","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 23:43:48",NA,NA,"Ofrezco",NA,"Transporte",NA,20.7156918,-103.3710032,45177,"Zapopan","Jalisco","Mexico",20.7156918,-103.3710032
"-103.3737175, 20.6734475",15,NA,"Lafayete","Guadalajara","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:32:31",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa",NA,20.6734475,-103.3737175,44160,"Guadalajara","Jalisco","Mexico",20.6734475,-103.3737175
"-103.3749315, 20.7398801",92,NA,"Los belenes","Zapopan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:26:35",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir",NA,20.7398801,-103.3749315,45132,"Zapopan","Jalisco","Mexico",20.7398801,-103.3749315
"-103.3883338, 20.7128677",17,NA,"Altamira ","Zapopan ","Jalisco ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:33:26",NA,NA,"Ofrezco",NA,"Material de curación ",NA,20.7128677,-103.3883338,45160,"Zapopan","Jalisco","Mexico",20.7128677,-103.3883338
"-103.400611, 20.7447544",177,NA,"Lomas de Zapopan","Zapopan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:53:23",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Medicamentos, Ropa, Croquetas ",NA,20.7447544,-103.400611,45130,"Zapopan","Jalisco","Mexico",20.7447544,-103.400611
"-103.406389, 20.653772",503,NA,"Ciudad del sol","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 13:16:03",NA,NA,"Ofrezco",NA,"Manos, Asistencia médica",NA,20.653772,-103.406389,45050,"Zapopan","Jalisco","Mexico",20.653772,-103.406389
"-103.4092688, 20.6033651",161,NA,"Parques del bisque","Tlaquepaque","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 21:26:59",NA,NA,"Ofrezco",NA,"Manos, Peritajes",NA,20.6033651,-103.4092688,45609,"San Pedro Tlaquepaque","Jalisco","Mexico",20.6033651,-103.4092688
"-103.4121672, 20.6270376",847,NA,"las aguilas","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 11:03:56",NA,NA,"Ofrezco",NA,"Manos / Voluntarios",NA,20.6270376,-103.4121672,45080,"Zapopan","Jalisco","Mexico",20.6270376,-103.4121672
"-103.41997, 20.7086309",105,NA,"royal contry ","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"estoy en una obra con 700 personas algo tendrá que salir ","2017-09-19 20:38:02",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza, Ropa",NA,20.7086309,-103.41997,NA,"Zapopan","Jalisco","Mexico",20.7086309,-103.41997
"-103.4223504, 20.7394315",135,NA,"Prados Santa Lucía ","Zapopan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Ropa para bebé desde recién nacido hasta 2 años","2017-09-19 21:01:28",NA,NA,"Ofrezco",NA,"Ropa",NA,20.7394315,-103.4223504,45136,"Zapopan","Jalisco","Mexico",20.7394315,-103.4223504
"-103.4237244, 20.6290484",497,NA,"Arboledas","Guadalajara ","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:57:49",NA,NA,"Ofrezco",NA,"Manos",NA,20.6290484,-103.4237244,45070,"Zapopan","Jalisco","Mexico",20.6290484,-103.4237244
"-103.4237244, 20.6290484",497,NA,"Arboledas","Guadalajara ","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-20 12:57:49",NA,NA,"Ofrezco",NA,"Manos",NA,20.6290484,-103.4237244,45070,"Zapopan","Jalisco","Mexico",20.6290484,-103.4237244
"-103.4237244, 20.6290484",93,NA,"Arboledas","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:27:04",NA,NA,"Ofrezco",NA,"Comida, Agua",NA,20.6290484,-103.4237244,45070,"Zapopan","Jalisco","Mexico",20.6290484,-103.4237244
"-103.4237244, 20.6290484",93,NA,"Arboledas","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:27:04",NA,NA,"Ofrezco",NA,"Comida, Agua",NA,20.6290484,-103.4237244,45070,"Zapopan","Jalisco","Mexico",20.6290484,-103.4237244
"-103.4237244, 20.6640871",1001,NA,"Jardínes de Guadalupe","Zapopan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Acompañamiento emocional con terapias energéticas a distancia","2017-09-21 18:30:23",NA,NA,"Ofrezco",NA,"Apoyo emocional",NA,20.6640871,-103.4237244,45030,"Zapopan","Jalisco","Mexico",20.6640871,-103.4237244
"-103.4382946, 20.736285",951,NA,"Jardin Real","","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-21 14:59:40",NA,NA,"Ofrezco",NA,"Asistencia médica",NA,20.736285,-103.4382946,45136,"Zapopan","Jalisco","Mexico",20.736285,-103.4382946
"-103.4446744, 20.6573253",77,NA,"Chapalita Inn","Zapopan","Jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 20:13:21",NA,NA,"Ofrezco",NA,"Comida, Agua, Artículos de limpieza",NA,20.6573253,-103.4446744,45037,"Zapopan","Jalisco","Mexico",20.6573253,-103.4446744
"-103.4756929, 20.6432022",4,NA,"el fortin","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:11:47",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Artículos de limpieza, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
"-103.4756929, 20.6432022",4,NA,"el fortin","zapopan","jalisco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","2017-09-19 18:11:47",NA,NA,"Ofrezco",NA,"Refugio / Dónde dormir, Artículos de limpieza, Ropa",NA,20.6432022,-103.4756929,45065,"Zapopan","Jalisco","Mexico",20.6432022,-103.4756929
