"coordenadas","Calle","Colonia","Delegacin","EspecialistasFaltantesseparaporcomas","Estado","Foto","HerramientasExistentes","HerramientasFaltantes","Hora","HoradelReporte","ManodeObraExistente","ManodeObraFaltante","MedicamentosExistentes","MedicamentosFaltantes","Municipio","NmeroExterioroAproximado","NmerodePersonasAtrapadas","NmerodePersonasDesaparecidas","NmerodePersonasFallecidas","NmerodePersonasLesionadas","NmerodePersonasRescatadas","OtraReferenciadeUbicacin","Timestamp","TipoDao","TipodeInfraestructura","TipodeUso","TipodelDao","Verificado","VveresExistentes","VveresFaltantes","VveresSobrantes","latitud","longitud","direccion_Verificado","calle_Verificado","numero_Verificado","colonia_Verificado","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.1692293, 19.4283607","Rio Lerma","San Manuel","No Aplica (fuera de CDMX)","Estructurista","Puebla","","Pala, martillo, pico","De albañilería",NA,NA,"Voluntarios","Albañiles","Ninguno","Ninguno","Puebla",5521,"0","0","0","0","0","frente a un parque a una cuadra de prepa benito","9/22/2017 23:17:28","Daño","Casa","Habitacional","Daño","Sí","Ninguno","Enlatados.","Si tienes info entra a: http://bit.ly/Verificado19s",19.4283607,-99.1692293,NA,NA,NA,NA,NA,NA,NA,NA,19.4283607,-99.1692293
"-99.1696976, 19.429318","Rio Ebro","Cuauhtemoc","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",74,"0","0","0","0","0","Entre rio Panuco y Reforma","9/22/2017 17:57:23","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.429318,-99.1696976,"Río Ebro 74, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Ebro","74","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.429318,-99.1696976
"-99.1697051, 19.4065409","Tlaxcala","Hipódromo Condesa","Cuauhtémoc","0","Ciudad de México","","0","0",NA,NA,"0","0","0","0","Condesa",178,"No sé","No sé","No sé","No sé","No sé","Chilpancingo","9/22/2017 16:55:49","Daño","Edificio","Médico","Daño","Sí","0","0","Si tienes info entra a: http://bit.ly/Verificado19s",19.4065409,-99.1697051,"Tlaxcala 178, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Tlaxcala","178","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4065409,-99.1697051
"-99.1699563, 19.4316861","Rio Tiber","Cuauhtemoc","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",48,"0","0","0","0","0","","9/22/2017 14:09:27","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4316861,-99.1699563,"Calle Río Tiber 48, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Calle Río Tiber","48","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4316861,-99.1699563
"-99.1699563, 19.4316861","Rio Tiber","Cuauhtemoc","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",48,"0","0","0","0","0","","9/22/2017 14:09:27","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4316861,-99.1699563,NA,NA,NA,NA,NA,NA,NA,NA,19.4316861,-99.1699563
"-99.1699563, 19.4316861","Río Tiber ","Cuauhtémoc ","","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Cuauhtémoc ",48,"0","0","0","0","0","Enfrente de Auto Wash","9/22/2017 16:38:33","Daño","Edificio","Habitacional","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4316861,-99.1699563,"Calle Río Tiber 48, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Calle Río Tiber","48","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4316861,-99.1699563
"-99.1699563, 19.4316861","Río Tiber ","Cuauhtémoc ","","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Cuauhtémoc ",48,"0","0","0","0","0","Enfrente de Auto Wash","9/22/2017 16:38:33","Daño","Edificio","Habitacional","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4316861,-99.1699563,NA,NA,NA,NA,NA,NA,NA,NA,19.4316861,-99.1699563
"-99.169957, 19.4175251","Colima","Roma sur","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","nada","nada",NA,NA,"nada","nada","Nada","Nada","",382,"0","0","0","0","0","no.","9/20/2017 17:05:10","Daño","Casa","Habitacional","Daño","","nada","nada","Si tienes info entra a: http://bit.ly/Verificado19s",19.4175251,-99.169957,"Colima 380, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Colima","380","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4175251,-99.169957
"-99.1700318, 19.4285797","Rio Guadalquivir ","Cuauhtemoc","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",76,"0","0","0","0","0","Entre Rio Panuco y Rio Lerma","9/22/2017 17:38:43","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4285797,-99.1700318,NA,NA,NA,NA,NA,NA,NA,NA,19.4285797,-99.1700318
"-99.1700573, 19.3995351","Av div del norte","Calyequita","Xochimilco","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","En espera de protección civil","","Si tienes info entra a: http://bit.ly/Verificado19s","",4,"0","0","0","0","0","Entre niños héroes y niños héroes ","9/22/2017 17:17:28","Daño","Tienda 3B","Comercial","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3995351,-99.1700573,NA,NA,NA,NA,NA,NA,NA,NA,19.3995351,-99.1700573
"-99.1700814, 19.3577126","Josefa Ortiz de Domínguez ","Barrio la lupita","Xochimilco","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"0","0","0","0","0","Francisco i. Madero y belisario doninguez","9/22/2017 17:55:12","Daño","Iglesia","","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3577126,-99.1700814,NA,NA,NA,NA,NA,NA,NA,NA,19.3577126,-99.1700814
"-99.1701361, 19.4151202","Nuevo León","Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",18,"No sé","","","","","","9/20/2017 17:54:11","Fuga de Gas","Edificio","Mixto","Fuga de Gas","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4151202,-99.1701361,"Capital Park Condesa, Av Nuevo León 18, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Avenida Nuevo León","18","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4151202,-99.1701361
"-99.1701507568359, 19.395231697006","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 19:45:52","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Comida ",19.395231697006,-99.1701507568359,"San Francisco 314, Col del Valle Nte, 03103 Del Valle Nte, CDMX, Mexico","San Francisco","314","Colonia del Valle Norte","03103","Del Valle Norte","Ciudad de México","Mexico",19.395231697006,-99.1701507568359
"-99.170215, 19.421742","Salamanca","Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"No sé","","","","","Oaxaca","9/20/2017 17:16:17","Derrumbe","Edificio","","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.421742,-99.170215,"Calle Salamanca 5, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Calle Salamanca","5","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.421742,-99.170215
"-99.170215, 19.421742","Salamanca","Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"No sé","","","","","Oaxaca","9/20/2017 17:16:17","Derrumbe","Edificio","","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.421742,-99.170215,NA,NA,NA,NA,NA,NA,NA,NA,19.421742,-99.170215
"-99.170215, 19.421742","Salamanca","Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"No sé","","","","","Oaxaca","9/20/2017 17:17:10","Derrumbe","Edificio","","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.421742,-99.170215,"Calle Salamanca 5, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Calle Salamanca","5","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.421742,-99.170215
"-99.170215, 19.421742","Salamanca","Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",0,"No sé","","","","","Oaxaca","9/20/2017 17:17:10","Derrumbe","Edificio","","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.421742,-99.170215,NA,NA,NA,NA,NA,NA,NA,NA,19.421742,-99.170215
"-99.1706401, 19.4095245","Amsterdam","Hipódromo Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","no","un estructurista",NA,NA,"no","no","no","no","",188,"0","0","0","0","50 o más","Citlaltepetl y Chilpancingo ","9/21/2017 19:26:44","Daño","Edificio","Habitacional","Daño","No","no","no","Si tienes info entra a: http://bit.ly/Verificado19s",19.4095245,-99.1706401,"Calle Amsterdam 188, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Calle Amsterdam","188","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4095245,-99.1706401
"-99.1706657, 19.4181508","Cozumel","Roma norte","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",58,"0","No sé","No sé","No sé","No sé","Esquina con cerrada de Salamanca","9/20/2017 15:32:25","Daño","Edificio","Habitacional","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4181508,-99.1706657,"Cozumel 58, Roma Nte., 06700 Ciudad de México, CDMX, Mexico","Cozumel","58","Roma Norte","06700","Ciudad de México","Ciudad de México","Mexico",19.4181508,-99.1706657
"-99.1707308, 19.4019662","av. Nuevo León","Caltongo","Xochimilco","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","-------","Xochimilco",365,"0","0","0","0","No sé","","9/22/2017 16:53:52","Daño","calle","peatonal","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4019662,-99.1707308,"Av Nuevo León 374E, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Avenida Nuevo León","374E","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4019662,-99.1707308
"-99.1709014, 19.4128562","Amsterdam ","Hipódromo Condesa","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",107,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","No sé","No sé","1-5","Esquina Con Laredo ","9/20/2017 17:33:28","Derrumbe","Edificio","Habitacional","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4128562,-99.1709014,"Calle Amsterdam 105-107, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Calle Amsterdam","105-107","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4128562,-99.1709014
"-99.1710065, 19.4118593","sin nombre","metepec","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","manuales","maquinaria pesada para mover escombro",NA,NA,"vecinos","maquinaria pesada","ninguno","ninguno","Tetela del Volcan",0,"0","0","","0","0","","9/21/2017 17:41:20","Daño","Casa","Habitacional","Daño","Sí","agua ","alimentos en general","Si tienes info entra a: http://bit.ly/Verificado19s",19.4118593,-99.1710065,"Calle Amsterdam 128, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Calle Amsterdam","128","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4118593,-99.1710065
"-99.1711376, 19.3719364","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:07:03","","","","","","","Urgen donadores de sangre de cualquier tipo","Si tienes info entra a: http://bit.ly/Verificado19s",19.3719364,-99.1711376,"Félix Cuevas 540, Col. Del Valle Del, Col del Valle Sur, 03100 Ciudad de México, CDMX, Mexico","Félix Cuevas","540","Colonia del Valle Sur","03100","Ciudad de México","Ciudad de México","Mexico",19.3719364,-99.1711376
"-99.1711918, 19.4093617","Amsterdam","Condesa ","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Cascos ",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",176,"1-5","No sé","No sé","No sé","1-5","Superama","9/20/2017 14:40:45","Derrumbe","Edificio","Habitacional","Derrumbe","","","Agua comida de bebe suero","Si tienes info entra a: http://bit.ly/Verificado19s",19.4093617,-99.1711918,"Calle Amsterdam 24-177, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Calle Amsterdam","24-177","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4093617,-99.1711918
"-99.1713107, 19.3395618","Melchor ocampo","Anzures","Miguel Hidalgo","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",257,"0","0","0","0","0","","9/22/2017 14:10:27","Daño","Edificio","Mixto","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3395618,-99.1713107,"Melchor Ocampo 475, Pedregal de San Francisco, 04310 Ciudad de México, CDMX, Mexico","Melchor Ocampo","475","Pedregal de San Francisco","04310","Ciudad de México","Ciudad de México","Mexico",19.3395618,-99.1713107
"-99.1714516, 19.4058375","Baja california","Hipódromo","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Na","Na","Na","Na","",282,"0","0","0","0","0","Esquina con Av. Nuevo León","9/21/2017 15:27:17","Daño","Casa","Habitacional","Daño","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4058375,-99.1714516,NA,NA,NA,NA,NA,NA,NA,NA,19.4058375,-99.1714516
"-99.1714516, 19.4058375","Baja california","Hipódromo","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Na","Na","Na","Na","",282,"0","0","0","0","0","Esquina con Av. Nuevo León","9/21/2017 15:27:17","Daño","Casa","Habitacional","Daño","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4058375,-99.1714516,"Av. Baja California 279, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Avenida Baja California","279","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4058375,-99.1714516
"-99.1714516, 19.4058375","Baja california","Hipódromo","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Na","Na","Na","Na","",282,"0","0","0","0","0","Esquina con Av. Nuevo León","9/21/2017 15:10:35","Daño","Casa","Habitacional","Daño","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4058375,-99.1714516,NA,NA,NA,NA,NA,NA,NA,NA,19.4058375,-99.1714516
"-99.1714516, 19.4058375","Baja california","Hipódromo","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Na","Na","Na","Na","",282,"0","0","0","0","0","Esquina con Av. Nuevo León","9/21/2017 15:10:35","Daño","Casa","Habitacional","Daño","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4058375,-99.1714516,"Av. Baja California 279, Hipódromo, 06100 Ciudad de México, CDMX, Mexico","Avenida Baja California","279","Hipódromo","06100","Ciudad de México","Ciudad de México","Mexico",19.4058375,-99.1714516
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","2 camiones para retirar escombros",NA,NA,"Exceso de mano de obra","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Ocuituco",0,"0","0","0","0","0","Municipio de Ocuituco","9/22/2017 15:41:48","Derrumbe","Casa","Habitacional","Derrumbe","Sí","Ya hay viveres ","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","2 camiones para retirar escombros",NA,NA,"Exceso de mano de obra","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Ocuituco",0,"0","0","0","0","0","Municipio de Ocuituco","9/22/2017 15:41:48","Derrumbe","Casa","Habitacional","Derrumbe","Sí","Ya hay viveres ","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,NA,NA,NA,NA,NA,NA,NA,NA,19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","2 camiones para retirar escombros",NA,NA,"Exceso de mano de obra","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Ocuituco",0,"0","0","0","0","0","Municipio de Ocuituco","9/22/2017 15:41:48","Derrumbe","Casa","Habitacional","Derrumbe","Sí","Ya hay viveres ","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","2 camiones para retirar escombros",NA,NA,"Exceso de mano de obra","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Ocuituco",0,"0","0","0","0","0","Municipio de Ocuituco","9/22/2017 15:41:48","Derrumbe","Casa","Habitacional","Derrumbe","Sí","Ya hay viveres ","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Zacatepec",0,"No sé","No sé","No sé","No sé","No sé","","9/22/2017 16:06:37","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Zacatepec",0,"No sé","No sé","No sé","No sé","No sé","","9/22/2017 16:06:37","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,NA,NA,NA,NA,NA,NA,NA,NA,19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Zacatepec",0,"No sé","No sé","No sé","No sé","No sé","","9/22/2017 16:06:37","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","Si tienes info entra a: http://bit.ly/Verificado19s","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Zacatepec",0,"No sé","No sé","No sé","No sé","No sé","","9/22/2017 16:06:37","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","medicos para la proxima semana ","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Amacuzac",0,"0","0","0","0","0","","9/22/2017 18:18:59","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Viveres, pañales, comida de bebe, artículos de higiene","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","medicos para la proxima semana ","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Amacuzac",0,"0","0","0","0","0","","9/22/2017 18:18:59","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Viveres, pañales, comida de bebe, artículos de higiene","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,NA,NA,NA,NA,NA,NA,NA,NA,19.4295789,-99.171564
"-99.171564, 19.4295789","","","No Aplica (fuera de CDMX)","medicos para la proxima semana ","Morelos","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Amacuzac",0,"0","0","0","0","0","","9/22/2017 18:18:59","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Viveres, pañales, comida de bebe, artículos de higiene","Si tienes info entra a: http://bit.ly/Verificado19s",19.4295789,-99.171564,"Río Niagara 25BIS, Cuauhtémoc, 06500 Ciudad de México, CDMX, Mexico","Río Niagara","25BIS","Cuauhtémoc","06500","Ciudad de México","Ciudad de México","Mexico",19.4295789,-99.171564
