"coordenadas","Calle","Colonia","Delegacin","EspecialistasFaltantesseparaporcomas","Estado","Foto","HerramientasExistentes","HerramientasFaltantes","Hora","HoradelReporte","ManodeObraExistente","ManodeObraFaltante","MedicamentosExistentes","MedicamentosFaltantes","Municipio","NmeroExterioroAproximado","NmerodePersonasAtrapadas","NmerodePersonasDesaparecidas","NmerodePersonasFallecidas","NmerodePersonasLesionadas","NmerodePersonasRescatadas","OtraReferenciadeUbicacin","Timestamp","TipoDao","TipodeInfraestructura","TipodeUso","TipodelDao","Verificado","VveresExistentes","VveresFaltantes","VveresSobrantes","latitud","longitud","direccion_Verificado","calle_Verificado","numero_Verificado","colonia_Verificado","cp_Verificado","ciudad_municipio_Verificado","estado_Verificado","pais_Verificado","lat_Verificado","long_Verificado"
"-99.1229081, 19.4935455","Coquimbo ","Lindavista","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Escaleraa","Picos, palas, cuerdas, polines, sierras, lámparas de mano, cascos, guantes de carnaza, mazos",NA,NA,"No se requiere ","No","No","Solución salina, gasas, analgésicos ","",911,"5-10","Sí, pero no sé cuántos","1-5","5-10","1-5","Sierravista y Pernambuco","9/20/2017 23:46:57","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Agua, comida preparada","Comida enlatada, pañales, toallas sanitarias, comida de bebé, leche en polvo","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,NA,NA,NA,NA,NA,NA,NA,NA,19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo ","Lindavista","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Escaleraa","Picos, palas, cuerdas, polines, sierras, lámparas de mano, cascos, guantes de carnaza, mazos",NA,NA,"No se requiere ","No","No","Solución salina, gasas, analgésicos ","",911,"5-10","Sí, pero no sé cuántos","1-5","5-10","1-5","Sierravista y Pernambuco","9/20/2017 23:46:57","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Agua, comida preparada","Comida enlatada, pañales, toallas sanitarias, comida de bebé, leche en polvo","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo ","Lindavista","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Escaleraa","Picos, palas, cuerdas, polines, sierras, lámparas de mano, cascos, guantes de carnaza, mazos",NA,NA,"No se requiere ","No","No","Solución salina, gasas, analgésicos ","",911,"5-10","Sí, pero no sé cuántos","1-5","5-10","1-5","Sierravista y Pernambuco","9/20/2017 23:46:57","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Agua, comida preparada","Comida enlatada, pañales, toallas sanitarias, comida de bebé, leche en polvo","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo ","Lindavista ","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Si","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s","",911,"5-10","No sé","1-5","1-5","1-5","Entre Ticoman y Sierravista","9/20/2017 23:52:03","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,NA,NA,NA,NA,NA,NA,NA,NA,19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo ","Lindavista ","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Si","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s","",911,"5-10","No sé","1-5","1-5","1-5","Entre Ticoman y Sierravista","9/20/2017 23:52:03","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo ","Lindavista ","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Na","Na",NA,NA,"Si","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s","",911,"5-10","No sé","1-5","1-5","1-5","Entre Ticoman y Sierravista","9/20/2017 23:52:03","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","Na","Na","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo","Lindavista","Gustavo A. Madero","No","Ciudad de México","","","No",NA,NA,"","No","","No","",911,"1-5","1-5","1-5","0","1-5","Sierravista y Ticoman","9/22/2017 11:50:34","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","","No","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,NA,NA,NA,NA,NA,NA,NA,NA,19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo","Lindavista","Gustavo A. Madero","No","Ciudad de México","","","No",NA,NA,"","No","","No","",911,"1-5","1-5","1-5","0","1-5","Sierravista y Ticoman","9/22/2017 11:50:34","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","","No","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1229081, 19.4935455","Coquimbo","Lindavista","Gustavo A. Madero","No","Ciudad de México","","","No",NA,NA,"","No","","No","",911,"1-5","1-5","1-5","0","1-5","Sierravista y Ticoman","9/22/2017 11:50:34","Derrumbe","Edificio","Habitacional","Derrumbe","Sí","","No","Si tienes info entra a: http://bit.ly/Verificado19s",19.4935455,-99.1229081,"Coquimbo 911, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Coquimbo","911","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4935455,-99.1229081
"-99.1230013, 19.3466782","Paseo de los Granados","Paseos de Taxqueña","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",78,"0","0","0","0","0","Paseo de los Nogales","9/22/2017 14:11:52","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3466782,-99.1230013,"Paseo de Los Granados 78, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico","Paseo de Los Granados","78","Paseos de Taxqueña","04250","Ciudad de México","Ciudad de México","Mexico",19.3466782,-99.1230013
"-99.123019, 19.3047442","Rancho de Los Arcos","Los girasoles II","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",40,"No sé","No sé","No sé","Sí, pero no sé cuántos","No sé","Entre Rancho Vista hermosa y Calzada del hueso","9/20/2017 18:34:08","Derrumbe","Edificio","Habitacional","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3047442,-99.123019,NA,NA,NA,NA,NA,NA,NA,NA,19.3047442,-99.123019
"-99.1230403, 19.3032263","Calz hueso y Miramontes","Coapa 3 ","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",1506179243.12777,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",5537519342,"No sé","No sé","No sé","No sé","No sé","Frente a galerías Coapa ","9/22/2017 17:44:11","Derrumbe","Edificio","Comercial","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3032263,-99.1230403,"Calz. del Hueso 519, Residencial Miramontes, 14300 Ciudad de México, CDMX, Mexico","Calzada del Hueso","519","Residencial Miramontes","14300","Ciudad de México","Ciudad de México","Mexico",19.3032263,-99.1230403
"-99.1231598, 19.4015213","Juárez ","Centeo","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","No","No",1506179243.12777,NA,"No","No","No","No","",56,"0","0","0","0","0","Luis Moya y revillagigedo","9/21/2017 16:56:19","Daño","Edificio","Mixto","Daño","Sí","No","No","Si tienes info entra a: http://bit.ly/Verificado19s",19.4015213,-99.1231598,"Juarez 56, Santa Anita, 08300 Ciudad de México, CDMX, Mexico","Juarez","56","Santa Anita","08300","Ciudad de México","Ciudad de México","Mexico",19.4015213,-99.1231598
"-99.1240277, 19.3040173","Calzada del Hueso","Ex hacienda Coapa","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","0","0",1506179243.12777,NA,"0","0","0","0","",480,"0","0","0","0","0","Esquina Calzada del Hueso","9/21/2017 19:23:02","Derrumbe","Edificio","Comercial","Derrumbe","Sí","0","0","Si tienes info entra a: http://bit.ly/Verificado19s",19.3040173,-99.1240277,NA,NA,NA,NA,NA,NA,NA,NA,19.3040173,-99.1240277
"-99.1241711, 19.415461","Lorenzo Boturini","Tránsito","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",99,"0","0","0","No sé","0","Esquina Cuitlahuac y Lorenzo Boturini","9/21/2017 23:32:10","Daño","Edificio","Habitacional","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.415461,-99.1241711,"Sur 77 70, Lorenzo Boturini, 15820 Ciudad de México, CDMX, Mexico","Sur 77","70","Lorenzo Boturini","15820","Ciudad de México","Ciudad de México","Mexico",19.415461,-99.1241711
"-99.124201, 19.3055046","Miramontes","Girasoles II","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",3010,"0","0","0","0","0","","9/20/2017 17:44:54","Daño","Edificio","Habitacional","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3055046,-99.124201,NA,NA,NA,NA,NA,NA,NA,NA,19.3055046,-99.124201
"-99.1242272, 19.3057609","Miramontes ","Girasoles II","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",3004,"0","0","0","0","0","Con calzada del hueso","9/20/2017 17:28:21","Daño","Edificio","","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3057609,-99.1242272,"Av. Canal de Miramontes 3004, Girasoles II, 04920 Ciudad de México, CDMX, Mexico","Avenida Canal de Miramontes","3004","Girasoles II","04920","Ciudad de México","Ciudad de México","Mexico",19.3057609,-99.1242272
"-99.1244443, 19.304982","Miramontes","Girasoles","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Ya solo para demolición ",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","Ninguno ","No ninguno","",3030,"0","0","Sí, pero no sé cuántos","5-10","1-5","Calzada del hueso y miramontes ","9/20/2017 17:17:37","Derrumbe","Edificio","Comercial","Derrumbe","","De todo ","Ninguno","Si tienes info entra a: http://bit.ly/Verificado19s",19.304982,-99.1244443,"Av. Canal de Miramontes 3026, Girasoles II, 04920 Ciudad de México, CDMX, Mexico","Avenida Canal de Miramontes","3026","Girasoles II","04920","Ciudad de México","Ciudad de México","Mexico",19.304982,-99.1244443
"-99.125008, 19.3477107","Paseos de los duraznos","Paseos de Taxqueña","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",59,"No sé","No sé","No sé","No sé","No sé","Parque de las montañas ","9/20/2017 16:04:57","Daño","Edificio","Habitacional","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3477107,-99.125008,"Paseo de Los Duraznos 61, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico","Paseo de Los Duraznos","61","Paseos de Taxqueña","04250","Ciudad de México","Ciudad de México","Mexico",19.3477107,-99.125008
"-99.1250663, 19.3475339","Paseos de duraznos","Paseos de tasqueña","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Herramientas de trabajo: guantes, cubrebocas, rodilleras, palas, cascos,  ",NA,NA,"No necesitamos mano de obra","no se necesita","nada por ahora","nada por ahora","",65,"No sé","No sé","No sé","No sé","No sé","","9/20/2017 16:34:00","Daño Mayor","Edificio","nose","Daño Mayor","","nada","comida preparada ","Si tienes info entra a: http://bit.ly/Verificado19s",19.3475339,-99.1250663,"Paseo de Los Duraznos 65, Paseos de Taxqueña, 04250 Ciudad de México, CDMX, Mexico","Paseo de Los Duraznos","65","Paseos de Taxqueña","04250","Ciudad de México","Ciudad de México","Mexico",19.3475339,-99.1250663
"-99.1258176, 19.4387459","José joaquin Herrera ","Centro ","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",17,"0","0","0","0","0","Leona Vicario y Manuel Doblado","9/20/2017 16:58:17","Daño Mayor","Edificio","Habitacional","Daño Mayor","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4387459,-99.1258176,"Calle de José Joaquín de Herrera 17, Centro, 06000 Centro, CDMX, Mexico","Calle de José Joaquín de Herrera","17","Centro","06000","Centro","Ciudad de México","Mexico",19.4387459,-99.1258176
"-99.1259351, 19.3083854","Rancho San Lorenzo","Girasoles III","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",71,"0","0","0","0","0","Detrás de plaza Miramóntes","9/20/2017 21:34:46","Daño","Edificio","Habitacional","Daño","No","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3083854,-99.1259351,NA,NA,NA,NA,NA,NA,NA,NA,19.3083854,-99.1259351
"-99.1264201, 19.3132876","Iris ","Jardines de coyoacan","Coyoacán","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",2781,"0","No sé","No sé","0","No sé","Miramontes ","9/20/2017 16:32:23","Daño","Edificio","Mixto","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.3132876,-99.1264201,NA,NA,NA,NA,NA,NA,NA,NA,19.3132876,-99.1264201
"-99.1270914, 19.4939956","Chiclayo ","Lindavista","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","Estamos completos","Estamos completos",NA,NA,"Voluntarios","Arquuitectos ingenieros","Ninguno","Ninguno","",850,"0","0","0","0","Sí, pero no sé cuántos","Entre lindavista y sierravista","9/21/2017 14:43:07","Daño","Edificio","Comercial","Daño","Sí","Estamos completos","Ninguno","Si tienes info entra a: http://bit.ly/Verificado19s",19.4939956,-99.1270914,"Chiclayo 848, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Chiclayo","848","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4939956,-99.1270914
"-99.1273934, 19.4940419","Lindavista ","Lindavista","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",250,"No sé","No sé","No sé","No sé","No sé","","9/20/2017 18:05:30","Daño","Edificio","Habitacional","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4940419,-99.1273934,"Lindavista 265, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Lindavista","265","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.4940419,-99.1273934
"-99.1287548, 19.3042129","Amazcala","Florista Coyoacán","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","0","0",1506179243.12777,NA,"0","0","0","0","",72,"0","0","0","0","0","","9/21/2017 19:46:30","Fuga de Gas","Casa","Habitacional","Fuga de Gas","Sí","0","0","Si tienes info entra a: http://bit.ly/Verificado19s",19.3042129,-99.1287548,"Hacienda La Amazcala 72, Floresta Coyoacán, 14310 Ciudad de México, CDMX, Mexico","Hacienda La Amazcala","72","Floresta Coyoacán","14310","Ciudad de México","Ciudad de México","Mexico",19.3042129,-99.1287548
"-99.1289687, 19.4228607","Bolivar y Chimalpopoca","Obrera","","no sé","Ciudad de México","","","desarmadores planos y de cruz, llave Steelson, arneses, líneas de vida, cuerdas de rapel, mosquetones, cizallas y marros. Bgoogles, chalecos, gotas para ojos y cubrebocas",NA,NA,"si","no","no sé","no sé","",190,"No sé","","","","","","9/22/2017 13:50:24","Derrumbe","fábrica","laboral","Derrumbe","Sí","no sé","no sé","Si tienes info entra a: http://bit.ly/Verificado19s",19.4228607,-99.1289687,NA,NA,NA,NA,NA,NA,NA,NA,19.4228607,-99.1289687
"-99.1289951, 19.4228602","Chilmalpopoca","Obrera","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",168,"No sé","No sé","No sé","No sé","No sé","Bolivar","9/22/2017 13:29:59","Derrumbe","Edificio","Comercial","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4228602,-99.1289951,NA,NA,NA,NA,NA,NA,NA,NA,19.4228602,-99.1289951
"-99.1292669, 19.2987122","Rancho Camichines","Nueva Oriental Coapa","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",63,"0","0","0","0","0","División del Norte y Miramontes","9/20/2017 16:52:01","Derrumbe","Casa","Habitacional","Derrumbe","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.2987122,-99.1292669,"Rancho Camichines 63, Nueva Oriental Coapa, 14300 Ciudad de México, CDMX, Mexico","Rancho Camichines","63","Nueva Oriental Coapa","14300","Ciudad de México","Ciudad de México","Mexico",19.2987122,-99.1292669
"-99.1292953491211, 19.3038530515677","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 19:17:51","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Brigada de 100 personas ",19.3038530515677,-99.1292953491211,"Hacienda de Mimiahuapan Ote. 54, Floresta Coyoacán, 14310 Ciudad de México, CDMX, Mexico","Hacienda de Mimiahuapan Oriente","54","Floresta Coyoacán","14310","Ciudad de México","Ciudad de México","Mexico",19.3038530515677,-99.1292953491211
"-99.1293381, 19.2871274","De la Rosa ","Las peritas","Xochimilco","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",16,"","","","","","Esquina manantiales ","9/22/2017 16:48:11","Daño","Casa","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.2871274,-99.1293381,"La Rosa 16, Ex de San Juan de Dios, 14387 Ciudad de México, CDMX, Mexico","La Rosa","16","Ex de San Juan de Dios","14387","Ciudad de México","Ciudad de México","Mexico",19.2871274,-99.1293381
"-99.1301369, 19.4428766","República de Argentina","Centro","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",111,"0","","","","","Eje 1 norte y República de Costa Rica","9/22/2017 0:45:22","Derrumbe","Edificio","Comercial","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4428766,-99.1301369,"República de Argentina 111, Morelos, 06000 Morelos, CDMX, Mexico","República de Argentina","111","Morelos","06000","Morelos","Ciudad de México","Mexico",19.4428766,-99.1301369
"-99.1305698, 19.5004845","Sierra Vista","Lindavista ","Álvaro Obregón","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Los que sean","",0,"No sé","No sé","No sé","No sé","No sé","","9/20/2017 16:53:11","Fuga de Gas","Edificio","Habitacional","Fuga de Gas","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.5004845,-99.1305698,"Sierravista 21, Lindavista, 07300 Ciudad de México, CDMX, Mexico","Sierravista","21","Lindavista","07300","Ciudad de México","Ciudad de México","Mexico",19.5004845,-99.1305698
"-99.1305751, 19.2966173","Escuela Rebsamen","","","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","no","no","",0,"Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Sí, pero no sé cuántos","Escuela Rebsamen","9/20/2017 19:54:17","Derrumbe","Edificio","escuela","Derrumbe","Sí","","Lámparas, tanques de oxígeno ","Si tienes info entra a: http://bit.ly/Verificado19s",19.2966173,-99.1305751,"Calz de las Brujas 36, Equipamiento Plaza Coapa, 14300 Ciudad de México, CDMX, Mexico","Calzada de las Brujas","36","Equipamiento Plaza Coapa","14300","Ciudad de México","Ciudad de México","Mexico",19.2966173,-99.1305751
"-99.1306686401367, 19.3302586070007","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 18:56:27","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Camioneta con pocas palas y cascos un poco de material medico",19.3302586070007,-99.1306686401367,NA,NA,NA,NA,NA,NA,NA,NA,19.3302586070007,-99.1306686401367
"-99.1310124, 19.4417183","República de Argentina","Centro","Cuauhtémoc","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México",96,"0","0","0","0","0","República de Paraguay y República de Ecuador","9/22/2017 0:40:08","Derrumbe","Casa","Habitacional","Derrumbe","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4417183,-99.1310124,"República de Argentina 96, Centro, 06000 Centro, CDMX, Mexico","República de Argentina","96","Centro","06000","Centro","Ciudad de México","Mexico",19.4417183,-99.1310124
"-99.1315523, 19.2962175","Hacienda la Escalera","Prados Coapa 2da sección","Tlalpan","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",5,"No sé","No sé","0","0","50 o más","División del Norte y Calzada de Guadalupe","9/20/2017 16:55:58","Daño","Edificio","Habitacional","Daño","","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.2962175,-99.1315523,"Hacienda de La Escalera 5, Prados Coapa 2da Secc, 14357 Ciudad de México, CDMX, Mexico","Hacienda de La Escalera","5","Prados Coapa 2da Sección","14357","Ciudad de México","Ciudad de México","Mexico",19.2962175,-99.1315523
"-99.1321542, 19.4782101","Insurgentes norte","Capultitlán","Gustavo A. Madero","Si tienes info entra a: http://bit.ly/Verificado19s","Ciudad de México","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",1260,"0","0","0","No sé","0","Esquina con poniente 116 ","9/21/2017 23:00:57","Daño","Edificio","Habitacional","Daño","Sí","","Si tienes info entra a: http://bit.ly/Verificado19s","Si tienes info entra a: http://bit.ly/Verificado19s",19.4782101,-99.1321542,"Av. Insurgentes Nte. 1260, Capultitlan, 07370 Ciudad de México, CDMX, Mexico","Avenida Insurgentes Norte","1260","Capultitlan","07370","Ciudad de México","Ciudad de México","Mexico",19.4782101,-99.1321542
"-99.1322135925293, 19.2962383876694","","","","Si tienes info entra a: http://bit.ly/Verificado19s","","","","Si tienes info entra a: http://bit.ly/Verificado19s",NA,NA,"","Si tienes info entra a: http://bit.ly/Verificado19s","","Si tienes info entra a: http://bit.ly/Verificado19s","",NA,"","","","","","","09/20/2017 19:18:14","","","","","","","Si tienes info entra a: http://bit.ly/Verificado19s","Brigada de 100 personas ",19.2962383876694,-99.1322135925293,"Hacienda de La Escalera 26, Prados Coapa 2da Secc, 14357 Ciudad de México, CDMX, Mexico","Hacienda de La Escalera","26","Prados Coapa 2da Sección","14357","Ciudad de México","Ciudad de México","Mexico",19.2962383876694,-99.1322135925293
